Date,Open,High,Low,Close,Adj Close,Volume,OpenPower3,ClosePower3,OpenPower2,ClosePower2,OpenDetr,CloseDetr
2014-10-04,359.8919982910156,364.4869995117188,325.885986328125,328.8659973144531,328.8659973144531,47236500,46614021.531805776,35567792.96681729,129522.2504339004,108152.84418962989,8145.049487118555,8123.8056630470355
2014-10-05,328.9159851074219,341.8009948730469,289.2959899902344,320.510009765625,320.510009765625,83308096,35584014.39818598,32924924.83822121,108185.72525918577,102726.66635996103,8100.427648906772,8101.788334678811
2014-10-06,320.3890075683594,345.1340026855469,302.5599975585937,330.0790100097656,330.0790100097656,79011800,32887648.457680017,35962818.75083948,102649.11617063824,108952.15284902696,8078.254846339521,8097.695994103555
2014-10-07,330.5840148925781,339.2470092773437,320.48199462890625,336.18701171875,336.18701171875,49199900,36128135.52725802,37996429.884710446,109285.79090249632,113021.70684838295,8074.804028635551,8090.142654993142
2014-10-08,336.1159973144531,354.364013671875,327.18798828125,352.94000244140625,352.94000244140625,54736300,37972356.46301826,43964552.10453735,112973.96365068946,124566.64532333985,8066.690186029236,8093.234304896401
2014-10-09,352.7479858398437,382.72601318359375,347.68701171875,365.0260009765625,365.0260009765625,83641104,43892834.54483954,48637517.6806008,124431.14151406656,133243.9813889414,8069.676349526439,8091.65896261216
2014-10-10,364.68701171875,375.0669860839844,352.9630126953125,361.56201171875,361.56201171875,43665700,48502138.64605285,47265949.03843038,132996.6165163517,130727.08831810951,8067.969550377155,8074.533632534951
2014-10-11,361.3619995117188,367.1910095214844,355.95098876953125,362.2990112304688,362.2990112304688,13345200,47187551.382807,47555576.00657009,130582.49469110747,131260.57353857535,8050.998713141936,8061.6092912272725
2014-10-12,362.6059875488281,379.4330139160156,356.1440124511719,378.5490112304688,378.5490112304688,17552800,47676560.121484734,54245828.730159774,131483.1022062609,143299.35390356558,8038.596876150856,8064.197950407875
2014-10-13,377.9209899902344,397.22601318359375,368.8970031738281,390.41400146484375,390.41400146484375,35221400,53976291.2798883,59508109.474105984,142824.27467519883,152423.09253979102,8040.266053564073,8062.401599822853
2014-10-14,391.6919860839844,411.697998046875,391.3240051269531,400.8699951171875,400.8699951171875,38491500,60094407.58975127,64418506.58454663,153422.6119624162,160696.75298525393,8040.391224629635,8059.1962526558
2014-10-15,400.9549865722656,402.22698974609375,388.7659912109375,394.7730102539063,394.7730102539063,25267100,64459488.82485849,61523687.81925032,160764.9012571657,155845.72962493083,8036.008400089727,8039.437926973122
2014-10-16,394.51800537109375,398.8070068359375,373.0700073242188,382.5559997558594,382.5559997558594,26990000,61404540.5499027,55986723.566546336,155644.45656198636,146349.09294920508,8015.9255938603665,8013.559575655678
2014-10-17,382.7560119628906,385.4779968261719,375.3890075683594,383.7579956054688,383.7579956054688,13600700,56074584.302105166,56516116.45400504,146502.16469373647,147270.19919112703,7990.517775423974,8001.10023068589
2014-10-18,383.97601318359375,395.1579895019531,378.9710083007813,391.4419860839844,391.4419860839844,11416800,56612493.6628094,59979414.05740184,147437.57870036736,153226.82846937422,7978.091951616489,7995.122880345009
2014-10-19,391.2539978027344,393.9389953613281,386.4570007324219,389.5459899902344,389.5459899902344,5914570,59893041.00658483,59112076.30531518,153079.69079662208,151746.07831747178,7971.72411120744,7979.565543431862
2014-10-20,389.2309875488281,390.0840148925781,378.25201416015625,382.8450012207031,382.8450012207031,16419000,58968791.078527145,56113704.75275757,151500.761668236,146570.29495968018,7956.055275925345,7959.203213842934
2014-10-21,382.4209899902344,392.64599609375,380.8340148925781,386.4750061035156,386.4750061035156,14188900,55927468.81314539,57725039.41583877,146245.81358511094,149362.93034271244,7935.599453338562,7949.171877906349
2014-10-22,386.1180114746094,388.5759887695313,382.2489929199219,383.1579895019531,383.1579895019531,11641300,57565221.84178423,56251441.64992399,149087.11878510658,146810.04491917882,7925.6506497947485,7932.19352048539
2014-10-23,382.9620056152344,385.0480041503906,356.4469909667969,358.4169921875,358.4169921875,26456900,56165168.58369019,46043228.98245217,146659.8977448428,128462.74028873444,7908.848818907184,7893.79118235154
2014-10-24,358.59100341796875,364.3450012207031,353.30499267578125,358.3450012207031,358.3450012207031,15585700,46110323.42474331,46015490.08416926,128587.50773230568,128411.13989986572,7870.83199168173,7880.057850565346
2014-10-25,358.6109924316406,359.8609924316406,342.87701416015625,347.27099609375,347.27099609375,18127500,46118034.86693816,41879890.5757357,128601.84389280621,120597.14472794533,7857.206155667212,7855.3225046189955
2014-10-26,347.48699951171875,359.22100830078125,343.9309997558594,354.7040100097656,354.7040100097656,11272500,41958087.3805545,44627061.86323959,120747.21482965723,125814.93471700791,7832.436337719102,7849.094177715614
2014-10-27,354.7770080566406,358.6319885253906,349.8089904785156,352.989013671875,352.989013671875,13033000,44654620.267484285,43982870.14173536,125866.72544562165,124601.24377304316,7826.0805212358355,7833.717840558326
2014-10-28,353.2149963378906,359.9840087890625,352.6789855957031,357.6180114746094,357.6180114746094,7845880,44067397.3965499,45735997.125118375,124760.83363797609,127890.64213105384,7810.872684488896,7824.685497541664
2014-10-29,357.0889892578125,357.8330078125,335.3429870605469,335.59100341796875,335.59100341796875,18192700,45533326.2578048,37794702.31363853,127512.54624916613,112621.32157507911,7801.1008523806295,7788.997148665627
2014-10-30,335.7090148925781,350.9129943847656,335.0719909667969,345.30499267578125,345.30499267578125,30177900,37834588.16101052,41172626.56432608,112700.54268014524,119235.53796682134,7766.075052987206,7785.049797104042
2014-10-31,345.0090026855469,348.0450134277344,337.1419982910156,338.3210144042969,338.3210144042969,12545400,41066839.71782742,38724598.43484533,119031.21193407569,114461.10878755245,7761.729215751986,7764.404478013161
2014-11-01,338.6499938964844,340.52899169921875,321.05499267578125,325.7489929199219,325.7489929199219,16677200,38837674.38970153,34566009.51731232,114683.8183660889,106112.40638834331,7741.724381934734,7738.171115709389
2014-11-02,326.07501220703125,329.04998779296875,320.6260070800781,325.8919982910156,325.8919982910156,8603620,34669897.49540636,34611553.43762118,106324.91358581558,106205.59455011133,7715.5035752170925,7724.652780261085
2014-11-03,325.5690002441406,334.00201416015625,325.4809875488281,327.5539855957031,327.5539855957031,12948500,34508742.803828195,35143795.6162465,105995.17391996924,107291.61347963009,7701.3517382260125,7712.653426746376
2014-11-04,327.1610107421875,331.7669982910156,325.0769958496094,330.49200439453125,330.49200439453125,15655500,35017458.58902259,36097977.60243303,107034.32694984972,109224.96496871486,7689.297923695871,7701.930104725807
2014-11-05,330.6830139160156,343.3689880371094,330.6830139160156,339.4859924316406,339.4859924316406,19817200,36160602.807923146,39126011.52734616,109351.25569257978,115250.73905729596,7679.1741018415105,7697.262751943519
2014-11-06,339.4580078125,352.96600341796875,338.42401123046875,349.2900085449219,349.2900085449219,18797000,39116336.58080374,42614607.07462031,115231.73906803131,122003.5100693116,7674.3032707098055,7693.405427237403
2014-11-07,349.8179931640625,352.73199462890625,341.7760009765625,342.4150085449219,342.4150085449219,16834200,42808147.26457647,40147487.95994928,122372.62834133208,117248.03807681892,7671.0174310331795,7672.869086418006
2014-11-08,342.15399169921875,347.0320129394531,342.15399169921875,345.4880065917969,345.4880065917969,8535470,40055746.788966894,41238126.55568367,117069.35403570905,119361.96269877348,7649.707604540146,7662.280743645484
2014-11-09,345.3760070800781,363.6260070800781,344.2550048828125,363.2640075683594,363.2640075683594,24205600,41198034.1109499,47936586.96152257,119284.58626657818,131960.73919462506,7639.283794892817,7666.3954038026495
2014-11-10,362.2650146484375,374.8160095214844,357.5610046386719,366.9240112304688,366.9240112304688,30450100,47542190.03016383,49400164.80291975,131235.94083823264,134633.2300174572,7642.526977432987,7656.394066645362
2014-11-11,365.8569946289063,371.30999755859375,363.7349853515625,367.6950073242188,367.6950073242188,15838900,48970449.169293486,49712224.68192208,133851.34051889557,135199.6184111573,7632.4731323852675,7643.503721919715
2014-11-12,367.9849853515625,429.7179870605469,367.9849853515625,423.5610046386719,423.5610046386719,45783200,49829932.21763201,75988506.56109527,135412.94944418967,179403.92465052102,7620.955298079734,7685.708378414772
2014-11-13,427.2730102539063,457.0929870605469,401.12298583984375,420.7349853515625,420.7349853515625,58945000,78003911.55892314,74477635.30145694,182562.22529143473,177017.9278987795,7666.59749795389,7669.221018308265
2014-11-14,418.4169921875,419.25201416015625,384.78900146484375,397.8179931640625,397.8179931640625,29589200,73253425.75004937,62958339.71447829,175072.77935123444,158259.15568508208,7644.095654859295,7632.642685301368
2014-11-15,399.6499938964844,405.5280151367188,371.0079956054688,376.1329956054688,376.1329956054688,15727500,63832144.032562256,53213803.11438213,159720.11762146,141476.0303831436,7611.68283154009,7597.296346923377
2014-11-16,374.7300109863281,390.7990112304688,374.60198974609375,387.8819885253906,387.8819885253906,11905600,52620555.371002525,58357790.45074398,140422.5811338136,150452.43702241126,7573.117023601745,7595.383999023902
2014-11-17,388.3489990234375,410.1990051269531,377.50201416015625,387.4079895019531,387.4079895019531,41518800,58568832.94503189,58144108.861824654,150814.94504250586,150084.95032994542,7573.090186610665,7581.2486591810675
2014-11-18,387.7850036621094,392.4020080566406,371.1170043945313,375.197998046875,375.197998046875,32222500,58314026.568054974,52817949.53741744,150377.20906522218,140773.53773838282,7558.8803662211485,7555.377326906592
2014-11-19,373.89599609375,386.4809875488281,373.89599609375,380.5549926757813,380.5549926757813,18931800,52269993.18416677,55112774.13732757,139798.21589493752,144822.10245046395,7531.3455336246,7547.0729807161015
2014-11-20,380.3070068359375,382.0249938964844,356.781005859375,357.8399963378906,357.8399963378906,25233200,55005102.83890944,45821219.36351057,144633.4194485098,128049.46297910158,7524.110719338599,7510.696643558814
2014-11-21,357.8789978027344,357.8789978027344,344.11199951171875,350.8479919433594,350.8479919433594,29850100,45836203.34640238,43187392.693820186,128077.37706828956,123094.31345068756,7488.036885277206,7490.043298344885
2014-11-22,351.60400390625,364.8410034179688,350.87799072265625,352.9200134277344,352.9200134277344,15273000,43467177.03233172,43957082.63446291,123625.37556290627,124552.53587783221,7468.116066352533,7478.453979009863
2014-11-23,353.17498779296875,370.8450012207031,353.17498779296875,367.572998046875,367.572998046875,15151600,44052424.594391,49662754.27770189,124732.57200256363,135109.90889316797,7456.041225211064,7479.445622809608
2014-11-24,366.947998046875,387.2090148925781,366.66900634765625,376.9010009765625,376.9010009765625,30930100,49409853.70399366,53540432.1871356,134650.83327060938,142054.36453713477,7456.1684104367805,7475.112284919898
2014-11-25,376.885986328125,394.7009887695313,374.7839965820313,375.3479919433594,375.3479919433594,25442200,53534033.75300991,52881320.37893772,142043.04669052362,140886.11505591217,7452.460573689842,7459.897935067298
2014-11-26,376.0190124511719,377.697998046875,365.8160095214844,368.3699951171875,368.3699951171875,18601700,53165440.12063938,49986501.84051196,141390.29772475455,135696.45330263674,7437.9477747846995,7439.258597421729
2014-11-27,370.50201416015625,373.9920043945313,368.2820129394531,369.6700134277344,369.6700134277344,8748030,50859457.08231375,50517595.348000936,137271.74249673262,136655.9188276613,7418.784951465495,7426.897274912879
2014-11-28,369.3739929199219,382.8380126953125,358.4549865722656,376.4469909667969,376.4469909667969,22946500,50396333.63908859,53347182.849517554,136437.1466456065,141712.33700795565,7404.011105197072,7420.012911632544
2014-11-29,376.1520080566406,387.60101318359375,372.1449890136719,375.4909973144531,375.4909973144531,15375600,53221872.94063404,52941785.82356189,141490.33316504303,140993.48906420264,7397.143295305602,7405.395577160803
2014-11-30,375.510009765625,382.5270080566406,373.3089904785156,378.0469970703125,378.0469970703125,9194440,52949828.12623783,54030299.89298111,141007.76743417978,142919.53199388087,7382.855471986397,7394.290236097266
2014-12-01,378.2489929199219,383.6619873046875,376.66900634765625,379.2449951171875,379.2449951171875,11763000,54116953.633683,54545581.2912937,143072.3006449351,143826.76632143557,7371.948630112505,7381.826893324744
2014-12-02,379.25,384.0379943847656,377.8630065917969,381.3150024414063,381.3150024414063,12364100,54547740.828125,55443632.65538058,143830.5625,145401.13108688968,7359.303812164395,7370.235559829565
2014-12-03,381.7219848632813,383.0260009765625,374.3460083007813,375.010009765625,375.010009765625,13340100,55621349.31318894,52738597.98259389,145711.67372796315,140632.50742441416,7348.129971999487,7350.269226334387
2014-12-04,375.7179870605469,378.6549987792969,367.7590026855469,369.60400390625,369.60400390625,14529600,53037856.104890935,50490538.40452553,141164.00580082927,136607.11970353127,7328.480149168564,7331.201879655615
2014-12-05,369.4419860839844,379.1919860839844,365.7560119628906,376.85400390625,376.85400390625,15181800,50424169.14221709,53520406.26756831,136487.3810816789,142018.9402601719,7308.558323163812,7324.790538836218
2014-12-06,376.7569885253906,378.447998046875,370.9450073242188,374.7850036621094,374.7850036621094,7009320,53479082.842751145,52643725.411368,141945.82840272132,140463.79897000734,7302.22750057703,7309.06019777268
2014-12-07,374.83599853515625,376.2919921875,373.2749938964844,375.0950012207031,375.0950012207031,6491650,52665217.13614851,52774463.794227466,140502.02579784766,140696.25994075928,7286.660685558606,7295.708854511877
2014-12-08,374.9649963378906,376.0289916992188,361.885986328125,361.9089965820313,361.9089965820313,18898700,52719609.20841812,47402160.63737506,140598.74847867433,130978.12180701275,7273.143858333152,7268.861509053809
2014-12-09,361.8949890136719,363.0669860839844,344.95098876953125,352.218994140625,352.218994140625,32915500,47396656.795420535,43695661.404608525,130967.98307320569,124058.21983343363,7246.428025980744,7245.510165793005
2014-12-10,352.2049865722656,352.3840026855469,346.364990234375,346.364990234375,346.364990234375,16427700,43690448.34994995,41552959.841468826,124048.35256636981,119968.70646005869,7223.092198511149,7225.994821067358
2014-12-11,344.3399963378906,361.3569946289063,338.76300048828125,350.5060119628906,350.5060119628906,32431300,40828404.755854696,43061228.37643763,118570.03307797853,122854.46442213003,7201.581383248586,7216.474501976477
2014-12-12,350.8330078125,352.9830017089844,349.2909851074219,352.5419921875,352.5419921875,16989800,43181859.54623602,43815983.365054265,123083.79937076569,124285.85625553131,7194.4285696950055,7204.849141381689
2014-12-13,352.3810119628906,352.3810119628906,346.5880126953125,347.3760070800781,347.3760070800781,11675900,43755988.07370391,41917894.14063432,124172.37759199087,120670.09029489849,7182.330748817208,7186.02181545487
2014-12-14,346.7269897460937,353.3160095214844,345.4179992675781,351.6319885253906,351.6319885253906,12415200,41683381.89518076,43477556.68557169,120219.60541838776,123645.05535432044,7163.030901572221,7176.616456080786
2014-12-15,351.3609924316406,351.81500244140625,344.9339904785156,345.3450012207031,345.3450012207031,17264200,43377112.15501369,41186939.54369339,123454.54700254742,119263.16986812744,7154.01907922958,7156.668127956701
2014-12-16,345.6730041503906,345.8590087890625,327.06201171875,327.06201171875,327.06201171875,30864900,41304407.04912456,34985679.32585077,119489.82579835597,106969.55950951576,7134.68526592014,7124.723797635351
2014-12-17,326.8550109863281,333.9540100097656,315.1520080566406,319.7760009765625,319.7760009765625,37567900,34919293.028622925,32699235.65730073,106834.19820687268,102256.6908005625,7102.221447727889,7103.776446073766
2014-12-18,319.7850036621094,323.7090148925781,304.23199462890625,311.39599609375,311.39599609375,39173000,32701997.489550427,30195280.783089627,102262.4485671753,96967.46638321877,7081.505615375481,7081.735100371558
2014-12-19,311.1789855957031,318.5329895019531,306.7690124511719,317.8429870605469,317.8429870605469,23823100,30132195.89258192,32109822.185683627,96832.36107637081,101024.16442357097,7059.253772280887,7074.520750518957
2014-12-20,317.6189880371094,330.32501220703125,316.04400634765625,329.9559936523437,329.9559936523437,20856700,32041982.07577293,35922625.04332851,100881.82156171743,108870.95774710547,7052.047949694104,7072.972416291357
2014-12-21,329.5429992675781,329.6289978027344,318.90301513671875,320.8429870605469,320.8429870605469,15207600,35787904.52644606,33027648.4261464,108598.588366271,102940.22234593425,7050.326135896384,7050.198068880163
2014-12-22,321.0679931640625,334.11700439453125,320.42498779296875,331.885986328125,331.885986328125,22315100,33097183.703185584,36556679.81673258,103084.65623439848,110148.30792099237,7028.205304764679,7047.579727328344
2014-12-23,332.0169982910156,336.2869873046875,329.6019897460937,334.5719909667969,334.5719909667969,16574200,36599989.14667776,37451459.08802979,110235.28715417627,111938.41713948641,7025.508484863443,7036.604391147619
2014-12-24,334.385009765625,334.7409973144531,321.35699462890625,322.53399658203125,322.53399658203125,15092300,37388703.034297824,33552624.3142741,111813.33475595713,104028.17895117775,7014.230671309864,7010.905055943456
2014-12-25,322.2860107421875,322.6700134277344,316.9580078125,319.00799560546875,319.00799560546875,9883640,33475291.25764693,32464199.98360556,103868.2727201134,101766.10126021877,6988.485847258237,6993.717714147497
2014-12-26,319.1520080566406,331.42401123046875,316.62701416015625,327.92401123046875,327.92401123046875,16410500,32508186.59193975,35263032.15412188,101858.004246586,107534.1571414806,6971.706019544502,6988.9723889531
2014-12-27,327.5830078125,328.9110107421875,312.6300048828125,315.8630065917969,315.8630065917969,15185200,35153137.96535705,31513474.947420232,107310.62700748444,99769.43893320952,6966.491194272172,6963.250043495031
2014-12-28,316.1600036621094,320.02801513671875,311.0780029296875,317.239013671875,317.239013671875,11676600,31602452.25105801,31927122.07655952,99957.14791562501,100640.5917955041,6941.422365093593,6950.964709755712
2014-12-29,317.70098876953125,320.2669982910156,312.3070068359375,312.6700134277344,312.6700134277344,12302500,32066805.63321733,30567413.849350978,100933.91826513782,97762.5372968996,6929.317525172826,6932.734368692174
2014-12-30,312.718994140625,314.8089904785156,309.3729858398437,310.73699951171875,310.73699951171875,12528300,30581781.53617037,30003982.50604393,97793.16929632425,96557.4828655459,6910.689705515731,6917.140013956761
2014-12-31,310.9140014648437,320.1929931640625,310.21099853515625,320.1929931640625,320.1929931640625,13942900,30055284.306640346,32827323.26369521,96667.51630688083,102523.55287136137,6895.23888781176,6912.934666789708
2015-01-01,320.4349975585937,320.4349975585937,314.00299072265625,314.2489929199219,314.2489929199219,8036550,32901812.986272413,31032851.53485545,102678.58766037594,98752.42955118511,6891.114058877321,6893.32932572617
2015-01-02,314.0790100097656,315.8389892578125,313.56500244140625,315.0320129394531,315.0320129394531,7860650,30982520.09377369,31265405.420247253,98645.62452871446,99245.16917668376,6871.112246300305,6880.451004926305
2015-01-03,314.84600830078125,315.1499938964844,281.0820007324219,281.0820007324219,281.0820007324219,33054400,31210057.926487423,22207471.24848293,99128.00894293562,79007.09113574121,6858.233419563131,6832.839651899877
2015-01-04,281.14599609375,287.2300109863281,257.61199951171875,264.19500732421875,264.19500732421875,55629100,22222642.96421413,18440547.81688431,79043.07111954689,69799.001895044,6810.887582327911,6802.291317672277
2015-01-05,265.0840148925781,278.34100341796875,265.0840148925781,274.4739990234375,274.4739990234375,43962800,18627330.449596144,20677766.64145756,70269.53495156858,75335.97613991797,6781.17977609855,6798.9089685520985
2015-01-06,274.6109924316406,287.5530090332031,272.6960144042969,286.1889953613281,286.1889953613281,23245700,20708743.69374396,23440063.847589944,75411.19716429058,81904.14106592629,6777.060928609424,6796.962624070592
2015-01-07,286.0769958496094,298.7539978027344,283.0790100097656,294.3370056152344,294.3370056152344,24866800,23412554.94453402,25499672.461545967,81840.04755433742,86634.27287454251,6774.881106999204,6791.449293505101
2015-01-08,294.135009765625,294.135009765625,282.17498779296875,283.3489990234375,283.3489990234375,19982500,25447209.191541266,22749143.39934273,86515.40396982431,80286.65524758399,6769.293295887031,6766.799946093907
2015-01-09,282.38299560546875,291.114013671875,280.5329895019531,290.4079895019531,290.4079895019531,18718600,22517264.179814044,24492080.63548217,79740.15620711818,84336.80036656652,6743.895456698685,6760.197595753026
2015-01-10,287.3030090332031,288.12701416015625,273.96600341796875,274.7959899902344,274.7959899902344,15264300,23714857.73325063,20750624.55711288,82543.0189995328,75512.83611471299,6735.169645098231,6730.92425542191
2015-01-11,274.6080017089844,279.63800048828125,265.0390014648437,265.6600036621094,265.6600036621094,18200800,20708067.09918496,18749017.864858706,75409.55460260157,70575.23754575197,6708.828812745824,6708.126928274388
2015-01-12,266.14599609375,272.2030029296875,265.20001220703125,267.7959899902344,267.7959899902344,18880300,18852103.311197806,19204907.00923248,70833.69123673439,71714.69225484971,6686.7209821024,6696.601573783117
2015-01-13,267.3940124511719,268.2770080566406,219.906005859375,225.86099243164065,225.86099243164065,72843904,19118553.67395871,11521889.24669393,71499.55789473746,51013.18790220564,6674.323173431633,6641.005235405126
2015-01-14,223.8939971923828,223.8939971923828,171.50999450683594,178.10299682617188,178.10299682617188,97638704,11223475.159175878,5649547.720270786,50128.52197878272,31720.67747846339,6617.177333144655,6579.58589898026
2015-01-15,176.89700317382812,229.06700134277344,176.89700317382812,209.843994140625,209.843994140625,81773504,5535558.269237791,9240375.753839584,31292.549731881358,44034.50187689066,6556.534514097912,6597.665555475316
2015-01-16,209.07000732421875,221.59100341796875,199.77099609375,208.0970001220703,208.0970001220703,38421000,9138506.04307366,9011507.711987205,43710.26796254888,43304.36145980493,6575.061693220114,6582.257220637364
2015-01-17,207.83399963378903,211.7310028076172,194.875,199.259994506836,199.259994506836,23469700,8977383.670914287,7911527.500465243,43194.97140377782,39704.54541086431,6560.179860501495,6559.758874202733
2015-01-18,200.0500030517578,218.69500732421875,194.5059967041016,210.3390045166016,210.3390045166016,30085100,8006001.866519071,9305922.7386654,40020.00372100831,44242.49682103495,6538.750038891274,6557.176543393101
2015-01-19,211.4709930419922,216.72799682617188,207.3179931640625,214.86099243164065,214.86099243164065,18658300,9456978.769354152,9919110.586173829,44719.98089816631,46165.246068709544,6536.52520385332,6548.037190488743
2015-01-20,212.9069976806641,215.24099731445312,205.1529998779297,211.31500244140625,211.31500244140625,24051100,9650944.259504396,9436066.512736756,45329.38966139431,44654.03025681153,6524.315383463803,6530.829859679112
2015-01-21,211.3780059814453,227.7879943847656,211.2120056152344,226.89700317382807,226.89700317382807,29924600,9444509.115346927,11681168.252823696,44680.66141269193,51482.25004926414,6509.140566736395,6532.750519592137
2015-01-22,227.322006225586,237.0189971923828,226.4340057373047,233.406005859375,233.406005859375,33544600,11746931.621317193,12715577.246914877,51675.29451442536,54478.3635712266,6511.438741952347,6525.5981814582865
2015-01-23,233.5169982910156,234.84500122070312,225.1959991455078,232.8789978027344,232.8789978027344,24621700,12733725.932625689,12629639.967796976,54530.18849084618,54232.62761760598,6503.987908989588,6511.409832582249
2015-01-24,232.6999969482422,248.2100067138672,230.02200317382807,247.8470001220703,247.8470001220703,24782500,12600539.28724845,15224779.099210078,54149.28857971192,61428.13546950952,6489.525082618626,6512.716494082188
2015-01-25,247.3520050048828,255.07400512695312,243.88999938964844,253.718002319336,253.718002319336,33582700,15133741.27911964,16332544.486768857,61183.01437993557,64372.824700914585,6490.531265647078,6504.926155460056
2015-01-26,254.07899475097656,309.3840026855469,254.07899475097656,273.4729919433594,273.4729919433594,106794000,16402358.031565012,20452355.18326728,64556.135573666776,74787.4773224527,6483.612430364982,6511.0198042646825
2015-01-27,273.1669921875,275.4800109863281,250.6529998779297,263.4750061035156,263.4750061035156,44399000,20383777.125837345,18290192.22139814,74620.20562076569,69419.0788412476,6489.054602773316,6487.360477605443
2015-01-28,263.3510131835937,266.5350036621094,227.04600524902344,233.9149932861328,233.9149932861328,44352200,18264381.94882764,12798945.18926346,69353.75614482534,54716.22408405156,6465.5927987412215,6444.139123968663
2015-01-29,233.34800720214844,238.7059936523437,220.7120056152344,233.51300048828125,233.51300048828125,32213400,12706100.586339029,12733071.941012168,54451.29246521392,54528.32139704004,6421.943967731588,6430.075790351414
2015-01-30,232.77200317382807,242.8509979248047,225.8390045166016,226.4250030517578,226.4250030517578,26605200,12612240.164864369,11608420.90989076,54182.80546155662,51268.282006988535,6407.722138675078,6409.326452095494
2015-01-31,226.4409942626953,233.5039978027344,216.3090057373047,217.4640045166016,217.4640045166016,23348200,11610880.609334188,10284001.786371635,51275.52388267801,47290.59326039652,6387.745304735757,6386.70411274094
2015-02-01,216.86700439453125,231.57400512695312,212.01499938964844,226.9720001220703,226.9720001220703,29128500,10199536.622227872,11692755.116747877,47031.29759505764,51516.288839413086,6364.525489839403,6382.550767527012
2015-02-02,226.49099731445312,242.1750030517578,222.65899658203125,238.22900390625,238.22900390625,30612100,11618574.10599783,13520224.54795788,51298.17186449561,56753.05830216408,6360.503657731137,6380.1464304917945
2015-02-03,237.45399475097656,245.95700073242188,224.4830017089844,227.2680053710937,227.2680053710937,40783700,13388700.932163538,11738562.079655806,56384.399623196805,51650.74626535547,6357.820830139472,6355.524091137241
